,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Invoice Month,Invoice Year,Invoice Day
7802,Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,36.0,288,10368,4355,42%,Outlet,February,2020,Saturday
7803,Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,33.0,289,9537,3815,40%,Outlet,February,2020,Sunday
7804,Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,47.0,280,13160,4606,35%,Outlet,February,2020,Monday
7805,Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,44.0,320,14080,4083,29%,Outlet,March,2020,Tuesday
7806,Foot Locker,1185732,2020-03-04,Northeast,New York,New York,Men's Street Footwear,47.0,400,18800,9776,52%,Outlet,March,2020,Wednesday
7807,Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,41.0,340,13940,4740,34%,Outlet,March,2020,Thursday
7808,Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,37.0,296,10952,4490,41%,Outlet,March,2020,Friday
7809,Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,38.0,297,11286,4289,38%,Outlet,March,2020,Saturday
7810,Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,45.0,288,12960,4406,34%,Outlet,March,2020,Sunday
7811,Foot Locker,1185732,2020-03-09,Northeast,New York,New York,Women's Apparel,46.0,347,15962,5108,32%,Outlet,March,2020,Monday
7812,Foot Locker,1185732,2020-03-10,Northeast,New York,New York,Men's Street Footwear,44.0,434,19096,9930,52%,Outlet,March,2020,Tuesday
7813,Foot Locker,1185732,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,41.0,318,13038,4824,37%,Outlet,March,2020,Wednesday
7814,Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,35.0,295,10325,4337,42%,Outlet,March,2020,Thursday
7815,Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,35.0,270,9450,3497,37%,Outlet,March,2020,Friday
7816,Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,46.0,278,12788,4348,34%,Outlet,March,2020,Saturday
7817,Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,47.0,352,16544,4467,27%,Outlet,March,2020,Sunday
7818,Foot Locker,1185732,2020-03-16,Northeast,New York,New York,Men's Street Footwear,41.0,375,15375,7995,52%,Outlet,March,2020,Monday
7819,Foot Locker,1185732,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,37.0,359,13283,4516,34%,Outlet,March,2020,Tuesday
7820,Foot Locker,1185732,2020-03-18,Northeast,New York,New York,Women's Street Footwear,37.0,314,11618,4299,37%,Outlet,March,2020,Wednesday
7821,Foot Locker,1185732,2020-03-31,Northeast,New York,New York,Women's Athletic Footwear,40.0,324,12960,5184,40%,Outlet,March,2020,Tuesday
7822,Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,43.0,279,11997,3959,33%,Outlet,April,2020,Friday
7823,Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,48.0,355,17040,5112,30%,Outlet,April,2020,Saturday
7824,Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,39.0,408,15912,8752,55%,Outlet,April,2020,Sunday
7825,Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,43.0,350,15050,4967,33%,Outlet,April,2020,Monday
7826,Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,36.0,315,11340,4423,39%,Outlet,April,2020,Tuesday
7827,Walmart,1185732,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,34.0,306,10404,4058,39%,Outlet,April,2020,Wednesday
7828,Walmart,1185732,2020-04-23,Northeast,New York,New York,Men's Apparel,44.0,315,13860,5128,37%,Outlet,April,2020,Thursday
7829,Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,45.0,350,15750,4725,30%,Outlet,April,2020,Friday
7830,Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,51.0,289,14739,4716,32%,Outlet,April,2020,Saturday
7831,Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,50.0,330,16500,4620,28%,Outlet,April,2020,Sunday
7832,Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,46.0,403,18538,10381,56%,Outlet,April,2020,Monday
7833,Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,40.0,312,12480,4493,36%,Outlet,April,2020,Tuesday
7834,Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,43.0,294,12642,5310,42%,Outlet,April,2020,Wednesday
7835,Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,41.0,270,11070,4096,37%,Outlet,April,2020,Thursday
7836,Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,47.0,280,13160,4738,36%,Outlet,May,2020,Friday
7837,Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,53.0,322,17066,4778,28%,Outlet,May,2020,Saturday
7838,Walmart,1185732,2020-05-03,Northeast,New York,New York,Men's Street Footwear,48.0,420,20160,11290,56%,Outlet,May,2020,Sunday
7839,Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,43.0,310,13330,4666,35%,Outlet,May,2020,Monday
7840,Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,42.0,333,13986,5594,40%,Outlet,May,2020,Tuesday
7841,Walmart,1185732,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,41.0,306,12546,5018,40%,Outlet,May,2020,Wednesday
7842,Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,48.0,279,13392,4955,37%,Outlet,May,2020,Thursday
7843,Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,48.0,340,16320,4896,30%,Outlet,July,2020,Saturday
7844,Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,20.0,270,5400,2106,39%,Outlet,July,2020,Sunday
7845,Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,26.0,270,7020,2597,37%,Outlet,July,2020,Monday
7846,Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Women's Street Footwear,27.0,238,6426,2506,39%,Outlet,July,2020,Tuesday
7847,Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,27.0,210,5670,2948,52%,Outlet,July,2020,Wednesday
7848,Sports Direct,1197831,2020-07-23,South,Texas,Houston,Men's Apparel,26.0,176,4576,1556,34%,Outlet,July,2020,Thursday
7849,Sports Direct,1197831,2020-07-24,South,Texas,Houston,Women's Apparel,25.0,224,5600,3136,56%,Outlet,July,2020,Friday
7850,Sports Direct,1197831,2020-07-25,South,Texas,Houston,Men's Street Footwear,20.0,255,5100,2091,41%,Outlet,July,2020,Saturday
7851,Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,23.0,289,6647,2792,42%,Outlet,July,2020,Sunday
7852,Sports Direct,1197831,2020-07-27,South,Texas,Houston,Women's Street Footwear,27.0,236,6372,2613,41%,Outlet,July,2020,Monday
7853,Sports Direct,1197831,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,26.0,213,5538,2769,50%,Outlet,July,2020,Tuesday
7854,Sports Direct,1197831,2020-07-29,South,Texas,Houston,Men's Apparel,28.0,160,4480,1478,33%,Outlet,July,2020,Wednesday
7855,Sports Direct,1197831,2020-07-30,South,Texas,Houston,Women's Apparel,26.0,231,6006,3303,55%,Outlet,July,2020,Thursday
7856,Sports Direct,1197831,2020-07-31,South,Texas,Houston,Men's Street Footwear,20.0,306,6120,2570,42%,Outlet,July,2020,Friday
7857,Sports Direct,1197831,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,30.0,263,7890,3077,39%,Outlet,August,2020,Saturday
7858,Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,23.0,224,5152,2164,42%,Outlet,August,2020,Sunday
7859,Sports Direct,1197831,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,30.0,204,6120,2938,48%,Outlet,August,2020,Monday
7860,Sports Direct,1197831,2020-08-04,South,Texas,Houston,Men's Apparel,35.0,155,5425,1736,32%,Outlet,August,2020,Tuesday
7861,Sports Direct,1197831,2020-08-05,South,Texas,Houston,Women's Apparel,29.0,228,6612,3637,55%,Outlet,August,2020,Wednesday
7862,Sports Direct,1197831,2020-08-06,South,Texas,Houston,Men's Street Footwear,23.0,306,7038,2604,37%,Outlet,August,2020,Thursday
7863,Sports Direct,1197831,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,29.0,306,8874,3638,41%,Outlet,August,2020,Friday
7864,Sports Direct,1197831,2020-08-08,South,Texas,Houston,Women's Street Footwear,24.0,232,5568,2060,37%,Outlet,August,2020,Saturday
7865,Sports Direct,1197831,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,28.0,213,5964,2863,48%,Outlet,August,2020,Sunday
7866,Walmart,1197831,2020-08-10,South,Texas,Houston,Men's Apparel,34.0,179,6086,2069,34%,Outlet,August,2020,Monday
7867,Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,27.0,272,7344,4039,55%,Outlet,August,2020,Tuesday
7868,Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,24.0,315,7560,2948,39%,Outlet,August,2020,Wednesday
7869,Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,30.0,287,8610,3616,42%,Outlet,August,2020,Thursday
7870,Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,23.0,240,5520,2042,37%,Outlet,August,2020,Friday
7871,Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,31.0,245,7595,3873,51%,Outlet,August,2020,Saturday
7872,Walmart,1197831,2020-08-16,South,Texas,Houston,Men's Apparel,35.0,180,6300,2205,35%,Outlet,August,2020,Sunday
7873,Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,32.0,295,9440,5381,57%,Outlet,August,2020,Monday
7874,Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,28.0,295,8260,3387,41%,Outlet,August,2020,Tuesday
7875,Walmart,1197831,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,33.0,323,10659,4477,42%,Outlet,August,2020,Wednesday
7876,Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,27.0,264,7128,2851,40%,Outlet,August,2020,Thursday
7877,Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,26.0,263,6838,3282,48%,Outlet,August,2020,Friday
7878,Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,29.0,221,6409,2051,32%,Outlet,August,2020,Saturday
7879,Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,38.0,350,13300,7581,57%,Outlet,August,2020,Sunday
7880,Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,29.0,295,8555,3422,40%,Outlet,August,2020,Monday
7881,Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,32.0,285,9120,3830,42%,Outlet,August,2020,Tuesday
7882,Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,29.0,374,10846,4447,41%,Outlet,August,2020,Wednesday
7883,Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,28.0,224,6272,3261,52%,Outlet,August,2020,Thursday
7884,Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,33.0,217,7161,2578,36%,Outlet,August,2020,Friday
7885,Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,36.0,302,10872,5653,52%,Outlet,August,2020,Saturday
7886,Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,27.0,305,8235,3047,37%,Outlet,August,2020,Sunday
7887,Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,33.0,305,10065,3825,38%,Outlet,August,2020,Monday
7888,Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,29.0,374,10846,4447,41%,Outlet,September,2020,Tuesday
7889,Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,30.0,215,6450,3096,48%,Outlet,September,2020,Wednesday
7890,Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,35.0,228,7980,2713,34%,Outlet,September,2020,Thursday
7891,Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,39.0,270,10530,5686,54%,Outlet,September,2020,Friday
7892,Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,33.0,264,8712,3659,42%,Outlet,September,2020,Saturday
7893,Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,32.0,255,8160,3019,37%,Outlet,September,2020,Sunday
7894,Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,36.0,315,11340,4309,38%,Outlet,September,2020,Monday
7895,Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,37.0,200,7400,3700,50%,Outlet,September,2020,Tuesday
7896,Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,36.0,206,7416,2670,36%,Outlet,September,2020,Wednesday
7897,Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,42.0,298,12516,7134,57%,Outlet,September,2020,Thursday
7898,Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,31.0,272,8432,3288,39%,Outlet,September,2020,Friday
7899,Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,29.0,248,7192,2805,39%,Outlet,September,2020,Saturday
7900,Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,39.0,255,9945,3680,37%,Outlet,September,2020,Sunday
7901,Walmart,1197831,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,36.0,204,7344,3452,47%,Outlet,September,2020,Monday
7902,Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,35.0,184,6440,2383,37%,Outlet,September,2020,Tuesday
7903,Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,43.0,233,10019,5410,54%,Outlet,September,2020,Wednesday
7904,Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,34.0,270,9180,3488,38%,Outlet,October,2020,Tuesday
7905,Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,31.0,306,9486,3794,40%,Outlet,October,2020,Wednesday
7906,Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,34.0,281,9554,3726,39%,Outlet,October,2020,Thursday
7907,Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,36.0,230,8280,4140,50%,Outlet,October,2020,Friday
7908,Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,30.0,195,5850,1872,32%,Outlet,October,2020,Saturday
7909,Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,44.0,289,12716,7248,57%,Outlet,October,2020,Sunday
7910,Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,32.0,333,10656,4262,40%,Outlet,October,2020,Monday
7911,Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,34.0,333,11322,4755,42%,Outlet,October,2020,Tuesday
7912,Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,38.0,298,11324,4303,38%,Outlet,October,2020,Wednesday
7913,Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,36.0,210,7560,3931,52%,Outlet,October,2020,Thursday
7914,Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,30.0,208,6240,2246,36%,Outlet,October,2020,Friday
7915,Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,41.0,306,12546,6900,55%,Outlet,October,2020,Saturday
7916,West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,30.0,264,7920,3089,39%,Outlet,November,2020,Sunday
7917,West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,33.0,248,8184,1882,23%,Outlet,November,2020,Monday
7918,West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,33.0,271,8943,3756,42%,Outlet,November,2020,Tuesday
7919,West Gear,1128299,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,35.0,219,7665,2759,36%,Outlet,November,2020,Wednesday
7920,West Gear,1128299,2020-11-05,West,California,San Francisco,Men's Apparel,38.0,173,6574,3550,54%,Outlet,November,2020,Thursday
7921,West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,36.0,233,8388,1761,21%,Outlet,November,2020,Friday
7922,West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,28.0,289,8092,3399,42%,Outlet,November,2020,Saturday
7923,West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,36.0,239,8604,2151,25%,Outlet,November,2020,Sunday
7924,West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,40.0,247,9880,4051,41%,Outlet,November,2020,Monday
7925,West Gear,1128299,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,39.0,190,7410,2519,34%,Outlet,November,2020,Tuesday
7926,West Gear,1128299,2020-11-11,West,California,San Francisco,Men's Apparel,42.0,165,6930,3950,57%,Outlet,November,2020,Wednesday
7927,West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,33.0,210,6930,1525,22%,Outlet,November,2020,Thursday
7928,West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,36.0,272,9792,3819,39%,Outlet,November,2020,Friday
7929,West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,39.0,231,9009,2072,23%,Outlet,November,2020,Saturday
7930,West Gear,1128299,2020-11-15,West,California,San Francisco,Women's Street Footwear,47.0,210,9870,4145,42%,Outlet,November,2020,Sunday
7931,West Gear,1128299,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,48.0,204,9792,3133,32%,Outlet,December,2020,Tuesday
7932,West Gear,1128299,2020-12-23,West,California,San Francisco,Men's Apparel,51.0,170,8670,4682,54%,Outlet,December,2020,Wednesday
7933,West Gear,1128299,2020-12-24,West,California,San Francisco,Women's Apparel,41.0,245,10045,2009,20%,Outlet,December,2020,Thursday
7934,West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,40.0,271,10840,4119,38%,Outlet,December,2020,Friday
7935,West Gear,1128299,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,51.0,216,11016,2754,25%,Outlet,December,2020,Saturday
7936,West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,46.0,254,11684,4557,39%,Outlet,December,2020,Sunday
7937,West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,48.0,188,9024,3068,34%,Outlet,December,2020,Monday
7938,West Gear,1128299,2020-12-29,West,California,San Francisco,Men's Apparel,47.0,158,7426,4159,56%,Outlet,December,2020,Tuesday
7939,West Gear,1128299,2020-12-30,West,California,San Francisco,Women's Apparel,62.0,245,15190,2886,19%,Outlet,December,2020,Wednesday
7940,West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,44.0,270,11880,5227,44%,Outlet,December,2020,Thursday
7941,West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,51.0,233,11883,3208,27%,Outlet,January,2021,Friday
7942,West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,46.0,225,10350,4554,44%,Outlet,January,2021,Saturday
7943,West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,42.0,228,9576,4022,42%,Outlet,January,2021,Sunday
7944,West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,49.0,182,8918,5083,57%,Outlet,January,2021,Monday
7945,West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,58.0,225,13050,3002,23%,Outlet,January,2021,Tuesday
7946,West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,41.0,341,13981,6012,43%,Outlet,January,2021,Wednesday
7947,West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,50.0,256,12800,3840,30%,Outlet,January,2021,Thursday
7948,West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42.0,281,11802,5311,45%,Outlet,January,2021,Friday
7949,West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,41.0,224,9184,3765,41%,Outlet,January,2021,Saturday
7950,West Gear,1128299,2021-01-10,West,California,San Francisco,Men's Apparel,44.0,196,8624,5261,61%,Outlet,January,2021,Sunday
7951,West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Apparel,60.0,306,18360,4774,26%,Outlet,January,2021,Monday
7952,West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,41.0,338,13858,5266,38%,Outlet,January,2021,Tuesday
7953,West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,49.0,263,12887,3093,24%,Outlet,January,2021,Wednesday
7954,West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,46.0,264,12144,4858,40%,Outlet,January,2021,Thursday
7955,West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,46.0,247,11362,4090,36%,Outlet,January,2021,Friday
7956,West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,44.0,240,10560,5914,56%,Outlet,January,2021,Saturday
7957,West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,56.0,264,14784,2809,19%,Outlet,January,2021,Sunday
7958,West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,45.0,302,13590,5436,40%,Outlet,January,2021,Monday
7959,West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,47.0,278,13066,2875,22%,Outlet,January,2021,Tuesday
7960,West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,51.0,248,12648,4933,39%,Outlet,January,2021,Wednesday
7961,West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,52.0,255,13260,4508,34%,Outlet,January,2021,Thursday
7962,West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,59.0,263,15517,8845,57%,Outlet,January,2021,Friday
7963,West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,60.0,254,15240,3353,22%,Outlet,January,2021,Saturday
7964,West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,40.0,287,11480,4018,35%,Outlet,January,2021,Sunday
7965,West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,42.0,287,12054,2049,17%,Outlet,January,2021,Monday
7966,West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,39.0,248,9672,3288,34%,Outlet,January,2021,Tuesday
7967,West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,39.0,247,9633,2601,27%,Outlet,January,2021,Wednesday
7968,West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,43.0,225,9675,4644,48%,Outlet,January,2021,Thursday
7969,West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,51.0,264,13464,2020,15%,Outlet,January,2021,Friday
7970,West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,36.0,289,10404,3433,33%,Outlet,January,2021,Saturday
7971,West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39.0,280,10920,1966,18%,Outlet,January,2021,Sunday
7972,West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,42.0,210,8820,2911,33%,Outlet,February,2021,Monday
7973,West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,42.0,223,9366,2903,31%,Outlet,February,2021,Tuesday
7974,West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,50.0,221,11050,5194,47%,Outlet,February,2021,Wednesday
7975,West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,46.0,224,10304,1236,12%,Outlet,February,2021,Thursday
7976,West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,39.0,263,10257,3590,35%,Outlet,February,2021,Friday
7977,West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,46.0,306,14076,2815,20%,Outlet,February,2021,Saturday
7978,West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,40.0,247,9880,3359,34%,Outlet,February,2021,Sunday
7979,West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,37.0,210,7770,2253,29%,Outlet,February,2021,Monday
7980,West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,51.0,228,11628,5465,47%,Outlet,February,2021,Tuesday
7981,West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,56.0,256,14336,2150,15%,Outlet,February,2021,Wednesday
7982,West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,40.0,322,12880,4250,33%,Outlet,February,2021,Thursday
7983,West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,46.0,332,15272,3207,21%,Outlet,February,2021,Friday
7984,West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,44.0,256,11264,3717,33%,Outlet,February,2021,Saturday
7985,West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40.0,271,10840,3252,30%,Outlet,February,2021,Sunday
7986,West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,43.0,245,10535,5478,52%,Outlet,February,2021,Monday
7987,West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,50.0,256,12800,2176,17%,Outlet,February,2021,Tuesday
7988,Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,26.0,224,5824,2504,43%,Outlet,February,2021,Wednesday
7989,Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,35.0,224,7840,2352,30%,Outlet,February,2021,Thursday
7990,Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,36.0,217,7812,3281,42%,Outlet,March,2021,Tuesday
7991,Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,33.0,182,6006,2282,38%,Outlet,March,2021,Wednesday
7992,Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,36.0,155,5580,3292,59%,Outlet,March,2021,Thursday
7993,Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,29.0,210,6090,1401,23%,Outlet,March,2021,Friday
7994,Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,28.0,240,6720,3091,46%,Outlet,March,2021,Saturday
7995,Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,30.0,215,6450,2000,31%,Outlet,March,2021,Sunday
7996,Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,33.0,223,7359,3091,42%,Outlet,March,2021,Monday
7997,Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,34.0,179,6086,2495,41%,Outlet,March,2021,Tuesday
7998,Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,40.0,140,5600,3192,57%,Outlet,March,2021,Wednesday
7999,Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,32.0,208,6656,1731,26%,Outlet,March,2021,Thursday
8000,Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,24.0,264,6336,2788,44%,Outlet,March,2021,Friday
